시도명,시군구명,평균 체류시간,평균 숙박일수
충청남도,부여군,1346.0,2.57
충청남도,서천군,1099.0,2.56
충청남도,청양군,1514.0,2.59
충청남도,홍성군,1496.0,2.71
충청남도,예산군,1263.0,2.57
충청남도,태안군,1627.0,2.38
전라남도,목포시,2050.0,2.8
전라남도,여수시,2466.0,2.57
전라남도,순천시,1917.0,2.84
전라남도,나주시,1569.0,2.83
전라남도,광양시,1956.0,2.89
전라남도,담양군,685.0,2.48
전라남도,곡성군,1220.0,2.64
전라남도,구례군,1116.0,2.51
전라남도,고흥군,2309.0,2.69
전라남도,보성군,1290.0,2.6
전라남도,화순군,1200.0,2.79
전라남도,장흥군,1712.0,2.72
전라남도,강진군,1524.0,2.72
전라남도,해남군,1661.0,2.75
전라남도,영암군,1449.0,2.8
전라남도,무안군,1548.0,2.85
전라남도,함평군,1014.0,2.62
전라남도,영광군,1689.0,2.77
전라남도,장성군,1211.0,2.76
전라남도,완도군,2376.0,2.77
전라남도,진도군,1622.0,2.62
전라남도,신안군,1713.0,2.7
경상북도,포항시,1724.0,2.77
경상북도,경주시,1453.0,2.5
경상북도,김천시,1920.0,2.84
경상북도,안동시,2125.0,2.79
경상북도,구미시,2415.0,3.02
경상북도,영주시,2478.0,2.79
경상북도,영천시,1404.0,2.7
경상북도,상주시,1583.0,2.72
경상북도,문경시,1348.0,2.54
경상북도,경산시,2028.0,3.02
경상북도,의성군,1421.0,2.65
경상북도,청송군,1460.0,2.53
경상북도,영양군,2671.0,2.78
경상북도,영덕군,1195.0,2.41
경상북도,청도군,1015.0,2.41
경상북도,고령군,917.0,2.68
경상북도,성주군,1225.0,2.56
경상북도,칠곡군,896.0,2.74
경상북도,예천군,1867.0,2.75
경상북도,봉화군,1506.0,2.66
경상북도,울진군,2104.0,2.6
경상북도,울릉군,6023.0,3.19
경상남도,창원시,1257.0,2.92
경상남도,진주시,2228.0,2.88
경상남도,통영시,1751.0,2.52
경상남도,사천시,1265.0,2.61
경상남도,김해시,1450.0,2.92
경상남도,밀양시,1252.0,2.56
경상남도,거제시,2521.0,2.63
경상남도,양산시,1264.0,2.88
경상남도,의령군,1254.0,2.66
경상남도,함안군,1004.0,2.77
경상남도,창녕군,1121.0,2.54
경상남도,고성군,863.0,2.56
경상남도,남해군,1455.0,2.45
경상남도,하동군,1019.0,2.49
경상남도,산청군,1120.0,2.44
경상남도,함양군,1453.0,2.57
경상남도,거창군,1678.0,2.67
경상남도,합천군,1239.0,2.51
제주특별자치도,제주시,3065.0,3.11
제주특별자치도,서귀포시,2295.0,3.1
강원특별자치도,춘천시,2199.0,2.74
강원특별자치도,원주시,2323.0,2.84
강원특별자치도,강릉시,2174.0,2.57
강원특별자치도,동해시,2103.0,2.77
강원특별자치도,태백시,2462.0,2.93
강원특별자치도,속초시,1407.0,2.47
강원특별자치도,삼척시,1917.0,2.65
강원특별자치도,홍천군,1463.0,2.41
강원특별자치도,횡성군,1159.0,2.5
강원특별자치도,영월군,1538.0,2.53
강원특별자치도,평창군,1559.0,2.54
강원특별자치도,정선군,1954.0,2.51
강원특별자치도,철원군,1755.0,2.66
강원특별자치도,화천군,2169.0,2.79
강원특별자치도,양구군,2451.0,2.91
강원특별자치도,인제군,1347.0,2.66
강원특별자치도,고성군,1435.0,2.46
강원특별자치도,양양군,1148.0,2.42
전북특별자치도,전주시,1820.0,2.87
전북특별자치도,군산시,2374.0,2.78
전북특별자치도,익산시,2451.0,2.99
전북특별자치도,정읍시,1696.0,2.75
전북특별자치도,남원시,1709.0,2.64
전북특별자치도,김제시,1257.0,2.79
전북특별자치도,완주군,984.0,2.66
전북특별자치도,진안군,1140.0,2.54
전북특별자치도,무주군,1006.0,2.37
전북특별자치도,장수군,1645.0,2.65
전북특별자치도,임실군,554.0,2.61
전북특별자치도,순창군,1082.0,2.64
전북특별자치도,고창군,1301.0,2.63
전북특별자치도,부안군,1536.0,2.44
