시도명,시군구명,평균 체류시간,평균 숙박일수
충청남도,보령시,1518.0,2.44
충청남도,아산시,1757.0,2.99
충청남도,서산시,1826.0,2.83
충청남도,논산시,1513.0,2.89
충청남도,계룡시,1577.0,2.93
충청남도,당진시,1666.0,2.86
충청남도,금산군,1068.0,2.7
충청남도,부여군,1204.0,2.64
충청남도,서천군,1075.0,2.65
충청남도,청양군,1550.0,2.74
충청남도,홍성군,1506.0,2.82
충청남도,예산군,1083.0,2.65
충청남도,태안군,1438.0,2.46
전라남도,목포시,1611.0,2.77
전라남도,여수시,2026.0,2.59
전라남도,순천시,1568.0,2.86
전라남도,나주시,1355.0,2.84
전라남도,광양시,1595.0,2.9
전라남도,담양군,581.0,2.47
전라남도,곡성군,1024.0,2.7
전라남도,구례군,950.0,2.52
전라남도,고흥군,1941.0,2.72
전라남도,보성군,1010.0,2.63
전라남도,화순군,992.0,2.76
전라남도,장흥군,1378.0,2.74
전라남도,강진군,1239.0,2.72
전라남도,해남군,1447.0,2.79
전라남도,영암군,1262.0,2.81
전라남도,무안군,1195.0,2.86
전라남도,함평군,879.0,2.67
전라남도,영광군,1507.0,2.82
전라남도,장성군,1021.0,2.78
전라남도,완도군,2082.0,2.81
전라남도,진도군,1645.0,2.67
전라남도,신안군,1815.0,2.74
경상북도,포항시,1558.0,2.77
경상북도,경주시,1222.0,2.52
경상북도,김천시,1335.0,2.85
경상북도,안동시,1778.0,2.79
경상북도,구미시,1912.0,3.0
경상북도,영주시,1973.0,2.8
경상북도,영천시,1057.0,2.71
경상북도,상주시,1133.0,2.72
경상북도,문경시,988.0,2.54
경상북도,경산시,1693.0,3.05
경상북도,의성군,1206.0,2.67
경상북도,청송군,1267.0,2.56
경상북도,영양군,2126.0,2.79
경상북도,영덕군,1042.0,2.43
경상북도,청도군,800.0,2.4
경상북도,고령군,746.0,2.69
경상북도,성주군,952.0,2.58
경상북도,칠곡군,699.0,2.71
경상북도,예천군,1630.0,2.8
경상북도,봉화군,1309.0,2.72
경상북도,울진군,1810.0,2.64
경상북도,울릉군,4310.0,3.26
경상남도,창원시,1291.0,3.02
경상남도,진주시,2072.0,2.97
경상남도,통영시,1574.0,2.55
경상남도,사천시,1199.0,2.67
경상남도,김해시,1481.0,3.05
경상남도,밀양시,1140.0,2.62
경상남도,거제시,2407.0,2.72
경상남도,양산시,1227.0,3.01
경상남도,의령군,1089.0,2.71
경상남도,함안군,918.0,2.84
경상남도,창녕군,1027.0,2.6
경상남도,고성군,849.0,2.62
경상남도,남해군,1410.0,2.51
경상남도,하동군,1001.0,2.53
경상남도,산청군,982.0,2.49
경상남도,함양군,842.0,2.61
경상남도,거창군,1453.0,2.7
경상남도,합천군,1201.0,2.57
제주특별자치도,제주시,2439.0,3.13
제주특별자치도,서귀포시,1898.0,3.08
강원특별자치도,춘천시,1983.0,2.7
강원특별자치도,원주시,1967.0,2.82
강원특별자치도,강릉시,1715.0,2.54
강원특별자치도,동해시,1482.0,2.65
강원특별자치도,태백시,1732.0,2.79
강원특별자치도,속초시,1148.0,2.46
강원특별자치도,삼척시,1510.0,2.63
강원특별자치도,홍천군,953.0,2.47
강원특별자치도,횡성군,1009.0,2.55
강원특별자치도,영월군,1354.0,2.6
강원특별자치도,평창군,1366.0,2.61
강원특별자치도,정선군,1621.0,2.53
강원특별자치도,철원군,1633.0,2.72
강원특별자치도,화천군,1625.0,2.72
강원특별자치도,양구군,2065.0,2.91
강원특별자치도,인제군,1052.0,2.67
강원특별자치도,고성군,1207.0,2.48
강원특별자치도,양양군,1007.0,2.45
전북특별자치도,전주시,1516.0,2.84
전북특별자치도,군산시,1850.0,2.74
전북특별자치도,익산시,1724.0,2.97
전북특별자치도,정읍시,1364.0,2.76
전북특별자치도,남원시,1290.0,2.65
전북특별자치도,김제시,1008.0,2.8
전북특별자치도,완주군,853.0,2.68
전북특별자치도,진안군,896.0,2.54
전북특별자치도,무주군,875.0,2.41
전북특별자치도,장수군,1440.0,2.66
전북특별자치도,임실군,510.0,2.61
전북특별자치도,순창군,920.0,2.67
전북특별자치도,고창군,1129.0,2.64
전북특별자치도,부안군,1138.0,2.45
