시도명,시군구명,평균 체류시간,평균 숙박일수
경기도,부천시,1453.0,3.02
경기도,광명시,849.0,2.92
경기도,평택시,2342.0,3.05
경기도,동두천시,1454.0,2.87
경기도,안산시,1420.0,2.89
경기도,고양시,1057.0,3.01
경기도,과천시,706.0,3.09
경기도,구리시,688.0,2.89
경기도,남양주시,1301.0,2.94
경기도,오산시,1474.0,2.98
경기도,시흥시,1266.0,2.93
경기도,군포시,1260.0,2.97
경기도,의왕시,693.0,2.88
경기도,하남시,828.0,2.99
경기도,용인시,1248.0,2.97
경기도,파주시,1245.0,2.89
경기도,이천시,1292.0,2.97
경기도,안성시,1088.0,2.87
경기도,김포시,1377.0,2.99
경기도,화성시,1568.0,2.91
경기도,광주시,1107.0,2.92
경기도,양주시,1168.0,2.84
경기도,포천시,1240.0,2.58
경기도,여주시,1095.0,2.75
경기도,연천군,1279.0,2.6
경기도,가평군,1003.0,2.28
경기도,양평군,862.0,2.49
충청북도,청주시,1372.0,2.88
충청북도,충주시,1944.0,2.75
충청북도,제천시,1872.0,2.6
충청북도,보은군,1071.0,2.58
충청북도,옥천군,905.0,2.61
충청북도,영동군,1665.0,2.74
충청북도,증평군,1318.0,2.87
충청북도,진천군,1463.0,2.85
충청북도,괴산군,1034.0,2.54
충청북도,음성군,1594.0,2.87
충청북도,단양군,1089.0,2.42
충청남도,천안시,1504.0,2.85
충청남도,공주시,954.0,2.58
충청남도,보령시,1734.0,2.44
충청남도,아산시,1825.0,2.98
충청남도,서산시,1952.0,2.78
충청남도,논산시,1394.0,2.79
충청남도,계룡시,1494.0,2.9
충청남도,당진시,1558.0,2.82
충청남도,금산군,1134.0,2.68
충청남도,부여군,1441.0,2.63
충청남도,서천군,1138.0,2.6
충청남도,청양군,1713.0,2.69
충청남도,홍성군,1574.0,2.75
충청남도,예산군,1327.0,2.63
충청남도,태안군,1740.0,2.41
전라남도,목포시,1906.0,2.83
전라남도,여수시,2353.0,2.59
전라남도,순천시,1801.0,2.85
전라남도,나주시,1397.0,2.84
전라남도,광양시,1838.0,2.93
전라남도,담양군,622.0,2.49
전라남도,곡성군,1204.0,2.66
전라남도,구례군,1012.0,2.53
전라남도,고흥군,2097.0,2.71
전라남도,보성군,1221.0,2.64
전라남도,화순군,1051.0,2.84
전라남도,장흥군,1635.0,2.74
전라남도,강진군,1438.0,2.75
전라남도,해남군,1580.0,2.76
전라남도,영암군,1366.0,2.81
전라남도,무안군,1360.0,2.84
전라남도,함평군,932.0,2.62
전라남도,영광군,1573.0,2.79
전라남도,장성군,1071.0,2.71
전라남도,완도군,2206.0,2.78
전라남도,진도군,1582.0,2.66
전라남도,신안군,1645.0,2.74
경상북도,포항시,1612.0,2.77
경상북도,경주시,1385.0,2.51
경상북도,김천시,1820.0,2.85
경상북도,안동시,1970.0,2.85
경상북도,구미시,2300.0,3.04
경상북도,영주시,2546.0,2.86
경상북도,영천시,1321.0,2.7
경상북도,상주시,1469.0,2.72
경상북도,문경시,1351.0,2.58
경상북도,경산시,1940.0,3.01
경상북도,의성군,1358.0,2.65
경상북도,청송군,1452.0,2.56
경상북도,영양군,2609.0,2.8
경상북도,영덕군,1176.0,2.42
경상북도,청도군,947.0,2.43
경상북도,고령군,829.0,2.68
경상북도,성주군,1113.0,2.54
경상북도,칠곡군,929.0,2.76
경상북도,예천군,1790.0,2.78
경상북도,봉화군,1539.0,2.7
경상북도,울진군,2211.0,2.64
경상북도,울릉군,5946.0,3.31
경상남도,창원시,1288.0,3.0
경상남도,진주시,2278.0,2.97
경상남도,통영시,1711.0,2.56
경상남도,사천시,1324.0,2.68
경상남도,김해시,1568.0,3.03
경상남도,밀양시,1242.0,2.61
경상남도,거제시,2598.0,2.7
경상남도,양산시,1287.0,2.95
경상남도,의령군,1233.0,2.71
경상남도,함안군,1036.0,2.84
경상남도,창녕군,1129.0,2.58
경상남도,고성군,913.0,2.62
경상남도,남해군,1468.0,2.47
경상남도,하동군,1092.0,2.52
경상남도,산청군,1184.0,2.5
경상남도,함양군,1536.0,2.62
경상남도,거창군,1852.0,2.74
경상남도,합천군,1292.0,2.56
제주특별자치도,제주시,2899.0,3.08
제주특별자치도,서귀포시,2289.0,3.09
강원특별자치도,춘천시,2068.0,2.72
강원특별자치도,원주시,2224.0,2.82
강원특별자치도,강릉시,2118.0,2.54
강원특별자치도,동해시,1899.0,2.73
강원특별자치도,태백시,2270.0,2.9
강원특별자치도,속초시,1340.0,2.46
강원특별자치도,삼척시,1745.0,2.62
강원특별자치도,홍천군,1473.0,2.43
강원특별자치도,횡성군,1167.0,2.52
강원특별자치도,영월군,1559.0,2.56
강원특별자치도,평창군,1514.0,2.53
강원특별자치도,정선군,2042.0,2.56
강원특별자치도,철원군,1893.0,2.73
강원특별자치도,화천군,1841.0,2.74
강원특별자치도,양구군,2370.0,2.91
강원특별자치도,인제군,1304.0,2.67
강원특별자치도,고성군,1421.0,2.45
강원특별자치도,양양군,1143.0,2.42
전북특별자치도,전주시,1628.0,2.86
전북특별자치도,군산시,2207.0,2.78
전북특별자치도,익산시,2272.0,2.99
전북특별자치도,정읍시,1557.0,2.76
전북특별자치도,남원시,1642.0,2.65
전북특별자치도,김제시,1073.0,2.77
전북특별자치도,완주군,932.0,2.68
전북특별자치도,진안군,1051.0,2.56
전북특별자치도,무주군,1011.0,2.42
전북특별자치도,장수군,1489.0,2.67
전북특별자치도,임실군,546.0,2.59
전북특별자치도,순창군,1022.0,2.66
전북특별자치도,고창군,1184.0,2.63
전북특별자치도,부안군,1379.0,2.44
