시도명,방문자수
서울특별시,4.85882474E8
부산광역시,1.23660862E8
대구광역시,8.7651389E7
인천광역시,1.35519552E8
광주광역시,5.6231056E7
대전광역시,6.9111136E7
울산광역시,4.2680078E7
세종특별자치시,2.539047E7
경기도,5.50778084E8
충청북도,9.615123E7
충청남도,1.42540388E8
전라남도,1.14436973E8
경상북도,1.61251041E8
경상남도,1.40211858E8
제주특별자치도,5.9284068E7
강원특별자치도,1.30221676E8
전북특별자치도,8.3144446E7
