시도명,방문자수
서울특별시,5.56130988E8
부산광역시,1.38010708E8
대구광역시,9.8772936E7
인천광역시,1.54843507E8
광주광역시,6.3615948E7
대전광역시,7.5608788E7
울산광역시,4.6681992E7
세종특별자치시,2.6820882E7
경기도,6.02401426E8
충청북도,1.07613782E8
충청남도,1.57650633E8
전라남도,1.26800233E8
경상북도,1.7734326E8
경상남도,1.49980943E8
제주특별자치도,6.8144188E7
강원특별자치도,1.53264262E8
전북특별자치도,9.4403148E7
