시도명,방문자수
서울특별시,6.33285856E8
부산광역시,1.61883449E8
대구광역시,1.12428992E8
인천광역시,1.8548286E8
광주광역시,7.0979688E7
대전광역시,9.0947902E7
울산광역시,5.2682231E7
세종특별자치시,3.0128382E7
경기도,6.60044175E8
충청북도,1.22791739E8
충청남도,1.75403844E8
전라남도,1.32694562E8
경상북도,1.87787058E8
경상남도,1.66687846E8
제주특별자치도,5.9269886E7
강원특별자치도,1.51235214E8
전북특별자치도,1.0212958E8
