시도명,방문자수
서울특별시,4.83312564E8
부산광역시,1.24725884E8
대구광역시,8.6201112E7
인천광역시,1.3596653E8
광주광역시,5.6610108E7
대전광역시,6.9473159E7
울산광역시,4.3244282E7
세종특별자치시,2.392104E7
경기도,5.48938292E8
충청북도,9.3383798E7
충청남도,1.38428948E8
전라남도,1.10317383E8
경상북도,1.52541333E8
경상남도,1.39194072E8
제주특별자치도,4.618316E7
강원특별자치도,1.31065291E8
전북특별자치도,8.3792698E7
