cluster,tourism_recovery_index,visitor_count,tourism_spending,destination_search,avg_stay_time,avg_lodging_days,tourism_spending_recovery_rate,tourism_spending_growth_rate,spending_per_visitor,visitor_per_search,tourism_consumption_share,count
0,0.16587658997874363,120168882.2,4749757514.866667,18381389.866666667,1331.9804545454544,2.821656553631554,0.9998017348942272,-0.00019826510577287935,39.365281804409584,7.05769063866604,0.031026900522643654,15
1,0.772277923581156,646665015.5,40919390324.0,110691846.0,1009.0974193548386,2.925141935483871,0.9754006257694097,-0.02459937423059035,63.42069871168309,6.618826670787492,0.26729824608017216,2
