region,year,tourism_spending,tourism_spending_prev_year,destination_search,avg_stay_time,avg_lodging_days,visitor_count,date,tourism_spending_recovery_rate,tourism_spending_growth_rate,visitor_score,spending_score,search_score,stay_time_score,lodging_score,tourism_recovery_index,tourism_consumption_share,spending_per_visitor,visitor_per_search
광주광역시,2022,3026998388.0,2687549060.0,6227895.0,1394.8,2.976,63615948.0,2022-01-01,1.1263044210251552,0.12630442102515516,0.06240129593777469,0.057065670550167744,0.02750629656450967,0.29746498120942944,0.7478827361563518,0.14587612099586278,0.020259562037543942,47.58238276980483,10.214678956533467
광주광역시,2023,3039315121.0,3026998388.0,7283305.0,1212.0,2.904,66257320.0,2023-01-01,1.0040689592200733,0.004068959220073427,0.06655359264680728,0.0573342131451564,0.03430590074032647,0.19754014349162966,0.6071661237785015,0.12449814861266752,0.019827866401017944,45.871386301166424,9.09715026351361
광주광역시,2024,3089440511.0,3039315121.0,8101653.0,1091.4,2.916,66355821.0,2024-01-01,1.0164923306746514,0.016492330674651355,0.0667084384535079,0.05842710054520141,0.03957820484780254,0.13161598906730446,0.6306188925081433,0.12167979082671809,0.019918978047180097,46.55869619938844,8.190405217305653
광주광역시,2025,3123045762.0,3089440511.0,7685533.0,1143.4,2.978,70979688.0,2025-01-01,1.0108774552804458,0.010877455280445762,0.07397726227957423,0.05915979819390299,0.036897302364747725,0.1600409976084729,0.7517915309446258,0.1385038314703026,0.02040071095881157,43.99914750259257,9.235493231243689
대구광역시,2020,4140373870.0,4984089430.0,7220256.0,1037.888888888889,2.838888888888889,86201112.0,2020-01-01,0.8307182140590121,-0.16928178594098783,0.09790568613732309,0.08134067441142118,0.0338997000754843,0.10236495463690545,0.47991313789359424,0.11878165743277011,0.0347518738067222,48.03155984809106,11.938788873967903
대구광역시,2021,4760856607.0,4140373870.0,9493659.0,991.4444444444443,2.84,87651389.0,2021-01-01,1.1498615237372272,0.14986152373722714,0.10018555448388149,0.09486910312215516,0.04854636869916081,0.07697680598261392,0.48208469055374575,0.12413182067527911,0.03734220258550116,54.31581474424781,9.232624533912583
대구광역시,2022,5525225960.0,4760856607.0,11927080.0,1065.7777777777778,2.848888888888889,98772936.0,2022-01-01,1.1605529038358622,0.16055290383586215,0.11766887868337,0.11153470183119768,0.0642239722779788,0.11760999126902785,0.4994571118349619,0.14331257892036503,0.03698008514039165,55.93866279321696,8.281401315326132
대구광역시,2023,5782765383.0,5525225960.0,13860327.0,943.1111111111112,2.79,102614956.0,2023-01-01,1.046611563918736,0.046611563918736096,0.12370862128760653,0.11714985196592104,0.07667914550363071,0.050556124966784396,0.3843648208469057,0.13108546565815343,0.03772557134675453,56.35402097721506,7.403501807713483
대구광역시,2024,5943306484.0,5782765383.0,15392949.0,891.6666666666666,2.802222222222222,105352492.0,2024-01-01,1.0277619945419114,0.027761994541911368,0.12801208998632002,0.1206501408708503,0.08655324462259745,0.022434802414303588,0.4082519001085772,0.13497798843395867,0.038319103721514945,56.413534897684244,6.844204577043684
대구광역시,2025,5923932214.0,5943306484.0,14742815.0,905.5555555555557,2.842222222222222,112428992.0,2025-01-01,0.996740152968359,-0.0032598470316409817,0.1391365085314811,0.12022772230077892,0.08236467917292342,0.030026952131496087,0.48642779587404955,0.14592767988481725,0.03869697662067325,52.69043249983065,7.6260193185629745
대전광역시,2020,3488165950.0,5126310535.0,5611618.0,1219.2,2.834,69473159.0,2020-01-01,0.6804437472495021,-0.31955625275049787,0.07160896451282188,0.06712053930668561,0.02353585885531623,0.20147591390502223,0.4703583061889253,0.11350944492631025,0.02927762243637801,50.20882885144175,12.380236680401268
대전광역시,2021,3464904244.0,3488165950.0,7268576.0,1180.0,2.852,69111136.0,2021-01-01,0.993331250194676,-0.0066687498053239124,0.0710398561435751,0.06661336269636994,0.0342110074098619,0.18004783054321832,0.5055374592833874,0.11669669611661648,0.027177284866880834,50.13525235643645,9.508208485403468
대전광역시,2022,4265912683.0,3464904244.0,9309937.0,1144.2,2.794,75608788.0,2022-01-01,1.2311776553095417,0.23117765530954165,0.08125431250036205,0.08407780597178023,0.047362717910946366,0.16047830543218314,0.3921824104234529,0.11433825070939556,0.028551558861280777,56.420857890223026,8.121299639299385
대전광역시,2023,4649415144.0,4265912683.0,10641339.0,1090.4,2.78,82009340.0,2023-01-01,1.0898992758403818,0.08989927584038175,0.09131612545423301,0.09243933707434424,0.055940433300122924,0.1310693542876666,0.3648208469055372,0.11590374553791813,0.030331827615087764,56.693727129129435,7.706674883677702
대전광역시,2024,4735938749.0,4649415144.0,12033403.0,1001.0,2.7880000000000003,84639908.0,2024-01-01,1.0186095675090785,0.018609567509078512,0.09545143803015434,0.0943258173134201,0.06490897082336435,0.08220020498804237,0.3804560260586325,0.1161805938724127,0.030534674365225407,55.95396853455937,7.03374664672994
대전광역시,2025,4758753663.0,4735938749.0,11691653.0,1008.2,2.816,90947902.0,2025-01-01,1.004817400563894,0.004817400563893991,0.10536774770815402,0.09482325248636758,0.06270720589117175,0.08613597540143494,0.4351791530944623,0.12473025408618056,0.031085666173805107,52.3239520467443,7.7788745526402465
부산광역시,2020,7070856693.0,8276811876.0,15650991.0,978.875,2.830625,124725884.0,2020-01-01,0.8542971374646234,-0.14570286253537654,0.1584675017361222,0.14523419730081946,0.08821571083074037,0.07010591048855483,0.46376221498371334,0.1621404644244574,0.05934863063478686,56.69117320507426,7.969200416765942
부산광역시,2021,7551815521.0,7070856693.0,18863671.0,952.125,2.865625,123660862.0,2021-01-01,1.0680198806003436,0.06801988060034354,0.15679326298987695,0.1557205764204954,0.10891378299564605,0.05548343013324223,0.5321661237785019,0.17430186381341534,0.059233337265163714,61.0687601466016,6.555503539051333
부산광역시,2022,8758019146.0,7551815521.0,22751332.0,915.8125,2.7843750000000003,138010708.0,2022-01-01,1.1597236613693493,0.1597236613693493,0.17935154645806115,0.18201951880580372,0.13396050035644433,0.035633754697642635,0.3733713355048866,0.17610392867070124,0.05861702236703821,63.45898280588489,6.066049583382634
부산광역시,2023,9112025703.0,8758019146.0,24749972.0,909.1875,2.784375,148044554.0,2023-01-01,1.040420847579636,0.040420847579636016,0.195124980008784,0.1897379486410352,0.14683697574511267,0.03201229928254185,0.3733713355048857,0.18536463722271104,0.05944498055939676,61.54921242830722,5.98160490848232
부산광역시,2024,9252089280.0,9112025703.0,26915195.0,853.6875,2.81375,150240038.0,2024-01-01,1.0153712886206945,0.015371288620694533,0.19857633066591737,0.19279176465141504,0.1607866818805241,0.0016740690126409294,0.4307817589576552,0.19281334776833414,0.05965227768675113,61.582048321899386,5.581978432628855
부산광역시,2025,9434538492.0,9252089280.0,26624086.0,850.625,2.859375,161883449.0,2025-01-01,1.0197197850645903,0.0197197850645903,0.2168800369129791,0.19676971763976964,0.15891117760065387,0.0,0.5199511400651466,0.20787227589247007,0.06162935399378051,58.27982137939253,6.080338269640505
서울특별시,2020,34987092303.0,45316474538.0,46299110.0,1074.24,2.8664,483312564.0,2020-01-01,0.772061213050933,-0.22793878694906697,0.7221738979828174,0.7538938437366213,0.2856698546547804,0.12223573624871883,0.5336807817589578,0.5655459452475553,0.29366116557440197,72.39019820515156,10.438916946783642
서울특별시,2021,35670616666.0,34987092303.0,56509990.0,1022.56,2.894,485882474.0,2021-01-01,1.0195364723961753,0.01953647239617539,0.7262138548065855,0.7687967734484198,0.35145466083130344,0.09398565083703447,0.5876221498371339,0.5869549007101791,0.2797856570460506,73.4140838057888,8.598169527193333
서울특별시,2022,42524560053.0,35670616666.0,67731592.0,980.0,2.8396,556130988.0,2022-01-01,1.1921453573728917,0.1921453573728918,0.8366461125486342,0.9182337826821452,0.42375116344029345,0.07072087461564742,0.4813029315960911,0.6664165818784664,0.28461493931691395,76.4650072924906,8.210806384116882
서울특별시,2023,44859595483.0,42524560053.0,72026120.0,939.48,2.8572,587266491.0,2023-01-01,1.0549102783683066,0.05491027836830658,0.8855918296384552,0.9691447242250573,0.45141916973354645,0.04857123334472157,0.5157003257328995,0.7031319560135253,0.2926547694560797,76.3871192558814,8.153521125391732
서울특별시,2024,46274775795.0,44859595483.0,73243865.0,883.08,2.8928,595780850.0,2024-01-01,1.0315468808125186,0.03154688081251863,0.8989765951524464,1.0,0.45926463641197474,0.01774103177314659,0.5852768729641691,0.7218476963018603,0.2983537763283981,77.67080092453459,8.134208237099449
서울특별시,2025,44544491947.0,46274775795.0,71746760.0,877.84,2.9348,633285856.0,2025-01-01,0.9626084877068825,-0.03739151229311753,0.957935315463727,0.9622744996900655,0.44961935978048917,0.014876665527844226,0.6673615635179155,0.7342106394068115,0.2909785428299006,70.33868122107562,8.82668229199479
세종특별자치시,2020,409675696.0,420317076.0,1958467.0,2340.0,3.02,23921040.0,2020-01-01,0.9746824942225283,-0.02531750577747167,0.0,0.0,0.0,0.8141441749231295,0.8338762214983714,0.1648020396421501,0.0034385779004718446,17.126165751990715,12.21416546717407
세종특별자치시,2021,434128262.0,409675696.0,2451015.0,2221.0,3.02,25390470.0,2021-01-01,1.0596876169095468,0.05968761690954691,0.0023099772970841567,0.0005331410145670464,0.0031732989431502556,0.7490946361462248,0.8338762214983714,0.15978468104658505,0.003405123667001367,17.09807900365767,10.3591654885833
세종특별자치시,2022,477718358.0,434128262.0,2893991.0,2242.0,2.98,26820882.0,2022-01-01,1.1004083350832385,0.1004083350832386,0.004558617412963608,0.0014835389403518066,0.006027224393341765,0.7605739665186197,0.755700325732899,0.15464552100981488,0.003197347163692849,17.81143356881403,9.267783486541596
세종특별자치시,2023,479602612.0,477718358.0,2986324.0,2202.0,2.96,27405046.0,2023-01-01,1.0039442779797882,0.00394427797978825,0.005476936473942266,0.00152462146270394,0.006622090703463606,0.7387085753331055,0.7166123778501629,0.14895698084001344,0.0031288287452031025,17.500522057142323,9.17684953139713
세종특별자치시,2024,475852119.0,479602612.0,3485973.0,2149.0,2.98,27966670.0,2024-01-01,0.9921799988028422,-0.007820001197157783,0.006359822143554015,0.0014428492003104305,0.009841138681825273,0.7097369320122993,0.755700325732899,0.1508527549140442,0.0030680273267333783,17.014972429681475,8.022629549913324
세종특별자치시,2025,469889587.0,475852119.0,3210747.0,2202.0,3.03,30128382.0,2025-01-01,0.9874697794505356,-0.012530220549464444,0.009758082450499148,0.001312847696179188,0.008067962514370582,0.7387085753331055,0.8534201954397391,0.1641477486241621,0.003069465636265096,15.596243668179724,9.383605123667483
울산광역시,2020,1841285407.0,2085569902.0,4192828.0,1310.6,2.904,43244282.0,2020-01-01,0.8828691885293615,-0.11713081147063849,0.03037657481204484,0.031213487115690684,0.014395135905365869,0.2514383327639221,0.6071661237785015,0.10721649141363619,0.015454671514054146,42.57870224322374,10.31386977953782
울산광역시,2021,1911772527.0,1841285407.0,5116320.0,1232.6,2.94,42680078.0,2021-01-01,1.038281474307041,0.038281474307040986,0.02948963332390041,0.03275032274556729,0.020344842710809635,0.2088008199521694,0.6775244299674267,0.11137348035496185,0.014995157992295624,44.7930888739238,8.341948509866466
울산광역시,2022,2258849505.0,1911772527.0,6130501.0,1183.8,2.864,46681992.0,2022-01-01,1.1815472150050412,0.18154721500504123,0.03578073292366579,0.040317666482980546,0.026878824161273487,0.18212504270584212,0.5289902280130292,0.09931681172613574,0.015118376627302955,48.388027336108536,7.614710771599254
울산광역시,2023,2275797333.0,2258849505.0,6534730.0,1218.6,2.888,49032032.0,2023-01-01,1.0075028584075592,0.007502858407559117,0.03947504911922438,0.04068718116764095,0.029483117465663483,0.20114793303723943,0.5758957654723126,0.10764966243014751,0.014846833473348467,46.41450170778156,7.503298835606062
울산광역시,2024,2280281957.0,2275797333.0,7899103.0,1133.8,2.916,49936890.0,2024-01-01,1.0019705726581938,0.001970572658193725,0.040897506423815254,0.04078495973980846,0.038273252435174564,0.15479330372394942,0.6306188925081433,0.11070060995933131,0.01470197794103564,45.663275326116626,6.321843125732125
울산광역시,2025,2360075545.0,2280281957.0,7272029.0,1164.6,2.974,52682231.0,2025-01-01,1.0349928603149492,0.0349928603149492,0.04521324475960146,0.04252470494537359,0.03423325377214679,0.1716296549367953,0.7439739413680786,0.12472839529640926,0.015416751051278604,44.79832194274385,7.244502325279506
인천광역시,2020,5983628803.0,7746190703.0,19619840.0,1232.0,2.755,135966530.0,2020-01-01,0.7724608175064187,-0.22753918249358132,0.17613805226561993,0.1215292912251058,0.11378549151652724,0.20847283908438674,0.3159609120521171,0.16450067646417355,0.05022307636873483,44.00810113341864,6.930052946405271
인천광역시,2021,6045818214.0,5983628803.0,22774411.0,1214.1,2.788,135519552.0,2021-01-01,1.0103932601849934,0.010393260184993465,0.17543539270899178,0.1228852113226476,0.13410918955284543,0.1986880765288691,0.38045602605863166,0.17423242937881098,0.047420913331091386,44.61214728631925,5.950518412967957
인천광역시,2022,7411856855.0,6045818214.0,27953567.0,1185.4,2.74,154843507.0,2022-01-01,1.2259476869213057,0.22594768692130576,0.20581308837321252,0.15266904779201973,0.16747651671935568,0.1829996583532628,0.28664495114006566,0.18800440514277364,0.04960721960162069,47.86675914670416,5.539311208476542
